text,published_at,cleaned,sentiment,date
후반 집중력이 떨어지는 한화~ 잘했네 그래도~,2025-07-08 13:52:25+00:00,후반 집중력이 떨어지는 한화 잘했네,neutral,2025-07-08
엄상백 볼 진짜 무조건 낮게 던져라. 얼굴 상기되서 고개 갸우뚱하지 말고. 한 가운데서 살짝 들리는 130km대 배팅볼을 던지면서 납득이 안 가냐?,2025-07-08 13:52:20+00:00,엄상백 볼 진짜 무조건 낮게 던져라 얼굴 상기되서 고개 갸우뚱하지 말고 한 가운데서 살짝 들리는 130km대 배팅볼을 던지면서 납득이 안 가냐,neutral,2025-07-08
14점이요...? 네?,2025-07-08 13:52:08+00:00,14점이요,positive,2025-07-08
이번시리즈 루징예상햇는데 1승챙겨가네 ㅋㅋ 위닝가져갈지도,2025-07-08 13:51:55+00:00,이번시리즈 루징예상햇는데 1승챙겨가네 ㅋㅋ 위닝가져갈지도,negative,2025-07-08
오늘 이겨서 내일 맘 편히 봐야지,2025-07-08 13:51:51+00:00,오늘 이겨서 내일 맘 편히 봐야지,negative,2025-07-08
결과론이지만 영철이를 너무 일찍 내린게 아닌가 싶네요,2025-07-08 13:51:42+00:00,결과론이지만 영철이를 너무 일찍 내린게 아닌가 싶네요,neutral,2025-07-08
엘팬인데 한화 50승 선착 축하드려요 같이 올라가봅시다!,2025-07-08 13:51:41+00:00,엘팬인데 한화 50승 선착 축하드려요 올라가봅시다,neutral,2025-07-08
기아도 저력이 만만치 안어요.. 8점까지 따라온거 보면..,2025-07-08 13:51:37+00:00,기아도 저력이 만만치 안어요 8점까지 따라온거 보면,negative,2025-07-08
그..지나가는 야알못입니다 기아 투수진이 못한건가요...한화가 잘친건가요..??? 한화가 이렇게 빵빵 때리는 하이라이트를 본적이 없는거 같은데....ㅋㅋ,2025-07-08 13:51:29+00:00,그지나가는 야알못입니다 기아 투수진이 못한건가요한화가 잘친건가요 한화가 이렇게 빵빵 때리는 하이라이트를 본적이 없는거 같은데ㅋㅋ,neutral,2025-07-08
만루는 무서웠어 ㄷㄷㄷㄷ,2025-07-08 13:51:27+00:00,만루는 무서웠어 ㄷㄷㄷㄷ,neutral,2025-07-08
요새 황영묵은 2군 갔나요? 안 보이넹 ㅠ,2025-07-08 13:51:23+00:00,요새 황영묵은 2군 갔나요 안 보이넹 ㅠ,neutral,2025-07-08
"낼은
패상벽이라
어차피 패할거니까
주전들 한번 쉬게해주세요",2025-07-08 13:51:21+00:00,낼은 패상벽이라 어차피 패할거니까 주전들 한번 쉬게해주세요,negative,2025-07-08
타팀팬 입장에서 보면 1회 박찬호 실책이 경기분위기를 내준듯..,2025-07-08 13:51:02+00:00,타팀팬 보면 1회 박찬호 실책이 경기분위기를 내준듯,neutral,2025-07-08
고향팀에 대한 사랑 이해합니다.,2025-07-08 13:50:45+00:00,고향팀에 대한 사랑 이해합니다,positive,2025-07-08
내일은 엄상백이다... 좀 해 줘 😢,2025-07-08 13:50:42+00:00,내일은 엄상백이다 해 줘,positive,2025-07-08
윤영철은 썩었어,2025-07-08 13:50:32+00:00,윤영철은 썩었어,negative,2025-07-08
기아는 하나같이 제대로 공던지지는 투수가 없네~~ 참 한심하다. 정말 ㅋㅋㅋㅋ~~ 네일 아님 없제????,2025-07-08 13:50:20+00:00,기아는 하나같이 제대로 공던지지는 투수가 없네 한심하다 정말 ㅋㅋㅋㅋ 네일 아님 없제,neutral,2025-07-08
노시환 풀타임뛰엇는데 남은 2경기 휴식주자 이도윤 3루 세우고 그리고 포수들 휴식도 줄겸 내일 경기는 허인서 선발써주면 안되나,2025-07-08 13:50:17+00:00,노시환 풀타임뛰엇는데 남은 2경기 휴식주자 이도윤 3루 세우고 포수들 휴식도 줄겸 내일 경기는 허인서 선발써주면 안되나,negative,2025-07-08
태연아!!!!!!!!!! ㅅㅂ 정신좀 차리자 이번 시즌 도대체 뭐냐,2025-07-08 13:49:52+00:00,태연아 ㅅㅂ 정신좀 차리자 시즌 도대체 뭐냐,neutral,2025-07-08
날더운디 고생햇다니깨유,2025-07-08 13:49:48+00:00,날더운디 고생햇다니깨유,positive,2025-07-08
낼은 포기하고 맘편히봅시다 상백이라 승리는 어렵습니다!~,2025-07-08 13:49:48+00:00,낼은 포기하고 맘편히봅시다 상백이라 승리는 어렵습니다,neutral,2025-07-08
기아 705 랜더스경기,2025-07-08 13:49:46+00:00,기아 705 랜더스경기,positive,2025-07-08
기아  투수들  머임  방어율 10점대  3명이나  내보내다니   실화냐  ㅋㅋㅋㅋㅋ,2025-07-08 13:49:44+00:00,기아 투수들 머임 방어율 10점대 3명이나 내보내다니 실화냐 ㅋㅋㅋㅋㅋ,neutral,2025-07-08
호랭이 잡는건 독수리뿐이구나 ㅋㅋ😅😅,2025-07-08 13:49:41+00:00,호랭이 잡는건 독수리뿐이구나 ㅋㅋ,negative,2025-07-08
아 호랑이 쉽다,2025-07-08 13:49:36+00:00,호랑이 쉽다,neutral,2025-07-08
"그래도 종수는 봐주고 싶다 ㅋㅋ
김태연이 병살 투아웃 타구로 시작하는 이닝을 노아웃 12루로 만들어줘서 만루런 당한거라
진짜 김태연은 정이 안가",2025-07-08 13:49:35+00:00,종수는 봐주고 싶다 ㅋㅋ 김태연이 병살 투아웃 타구로 시작하는 이닝을 노아웃 12루로 만들어줘서 만루런 당한거라 진짜 김태연은 정이 안가,neutral,2025-07-08
좋갰다 기아는 내일 무조건 1승추가해서,2025-07-08 13:49:33+00:00,좋갰다 기아는 내일 무조건 1승추가해서,negative,2025-07-08
하루의 고단함을 잊게 해줘서 고맙습니다,2025-07-08 13:49:31+00:00,하루의 고단함을 잊게 해줘서 고맙습니다,neutral,2025-07-08
이럴때마다 드는 생각.. 점수 할부 안되나..,2025-07-08 13:49:18+00:00,이럴때마다 드는 생각 점수 할부 안되나,neutral,2025-07-08
러브레터 진짜 개.잘친다 ....,2025-07-08 13:49:14+00:00,러브레터 진짜 개잘친다,negative,2025-07-08
"내일 : 엄상백 
몇점을 내주던 100구 까지 내리지 말자 팀 아끼자",2025-07-08 13:49:05+00:00,내일 엄상백 몇점을 내주던 100구 내리지 말자 팀 아끼자,negative,2025-07-08
오늘 특이하게 대량득점인데 홈런이없네 14점이면 홈런 몇번 터졌을줄 알았는데,2025-07-08 13:48:58+00:00,오늘 특이하게 대량득점인데 홈런이없네 14점이면 홈런 몇번 터졌을줄 알았는데,neutral,2025-07-08
개아 ㅈ밥이구만 ㅋㅋㅋㅋ,2025-07-08 13:48:52+00:00,개아 ㅈ밥이구만 ㅋㅋㅋㅋ,neutral,2025-07-08
"총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ
윤영철 그대로 뒀어도 9점은 안 먹었겠다.",2025-07-08 13:48:51+00:00,총력전 펼친다면서 2이닝만에 선발 내리고 올린게 평자책 12점 트리오 김대유이형범임기영인게 총력전이냐 ㅋㅋㅋㅋ 윤영철 그대로 뒀어도 9점은 안 먹었겠다,negative,2025-07-08
"혹시 기아전 위닝에나 스윕하규 전반기 마치면
후반기
진짜 좀 편하게 갈 수 있다

해보자",2025-07-08 13:48:43+00:00,기아전 위닝에나 스윕하규 전반기 마치면 후반기 진짜 편하게 갈 수 해보자,neutral,2025-07-08
기아 감독님!!!!!!!!! 투수들 정신교육은 언제 하나요!!!!!!!!!!!!!!!!!!!!!!8점을  따도 지면 어떡합니까!!!!!!!!!!!!!!!!!!! 기아 감독님 ㅠ.ㅠ,2025-07-08 13:48:28+00:00,기아 감독님 투수들 정신교육은 하나요8점을 따도 지면 어떡합니까 기아 감독님 ㅠㅠ,neutral,2025-07-08
이동욱 이분 해설이 너무 재미없음;;,2025-07-08 13:48:24+00:00,이동욱 이분 해설이 너무 재미없음,neutral,2025-07-08
3이닝 5실점 상백 정식 나온다 ㅇㅇ 낼 기대 ㄴㄴ,2025-07-08 13:48:16+00:00,3이닝 5실점 상백 정식 나온다 ㅇㅇ 낼 기대 ㄴㄴ,negative,2025-07-08
이렇게 된거 내일 엄상백 2승 챙기자... 양현종도 평자책 5점대야 할만해,2025-07-08 13:48:04+00:00,이렇게 된거 내일 엄상백 2승 챙기자 양현종도 평자책 5점대야 할만해,positive,2025-07-08
"오늘은 한화 타격이 조금 흐믓하군...ㅋㅋ  
한 40대 0으로 이겨서 기아의 코를 아주 납작하게 만들어줬어야 하는건데 그게 살짝 아쉽다.ㅋㅋ",2025-07-08 13:48:00+00:00,오늘은 한화 타격이 흐믓하군ㅋㅋ 한 40대 0으로 이겨서 기아의 코를 아주 납작하게 만들어줬어야 하는건데 그게 살짝 아쉽다ㅋㅋ,neutral,2025-07-08
심우준 드디어 살아나는건가?? ㅎㅎ 노시환도 얼릉 반등하자!!! 타율은 낮지만 그래도 용병제외하곤 홈런 1위!!,2025-07-08 13:48:00+00:00,심우준 드디어 살아나는건가 ㅎㅎ 노시환도 얼릉 반등하자 타율은 낮지만 용병제외하곤 홈런 1위,neutral,2025-07-08
기아 불팬은 뭐죄다 자책점이 10이냐 ㅋㅋㅋ,2025-07-08 13:47:49+00:00,기아 불팬은 뭐죄다 자책점이 10이냐 ㅋㅋㅋ,negative,2025-07-08
